TimeStamp,M_E,RSE,WHE,B1E,B2E,BME,CDE,CWE,DNE,DWE,EBE,EQE,FGE,FRE,GRE,HPE,HTE,OFE,OUE,TVE,UTE,WOE
1334250000,717,93,624,0,16,7,1,0,0,0,0,40,61,111,1,39,7,17,0,39,9,0
1334253600,485,94,391,0,7,7,0,0,0,0,0,41,54,112,1,38,8,16,0,39,9,0
1334257200,455,94,361,0,7,7,0,0,0,0,0,40,22,113,1,40,5,18,0,39,9,0
1334260800,489,94,395,0,7,7,1,0,0,0,0,40,63,112,1,38,6,18,0,38,9,0
1334264400,766,92,674,0,23,12,0,0,0,0,0,41,43,112,2,40,7,86,0,39,9,0
1334268000,523,84,439,0,19,7,0,0,0,0,0,42,45,113,1,40,6,28,0,39,9,0
1334271600,960,362,598,0,18,7,1,0,25,0,0,40,39,112,1,38,9,103,0,38,9,0
1334275200,968,503,465,0,19,7,0,0,19,0,0,41,37,111,1,39,14,53,0,39,9,0
1334278800,852,450,402,0,18,7,0,0,4,0,0,40,47,112,2,38,7,18,0,39,9,1
1334282400,2337,371,1966,18,74,8,0,0,0,0,0,40,40,117,1,1096,11,17,0,39,9,0
1334286000,1152,340,812,19,83,7,1,0,0,0,0,40,50,111,1,35,19,27,0,38,9,0
1334289600,1480,352,1128,0,65,285,0,0,0,0,0,41,41,111,1,38,8,17,0,268,9,0
1334293200,1495,317,1178,0,52,335,0,0,0,0,0,40,45,111,1,38,8,26,0,322,9,0
1334296800,513,94,419,0,10,28,1,0,0,0,0,40,42,112,2,39,5,16,0,56,9,0
1334300400,467,95,372,0,7,7,0,0,0,0,0,41,26,111,1,39,6,17,0,39,9,0
1334304000,481,93,388,0,7,7,0,0,0,0,0,40,57,112,1,40,6,18,0,39,9,0
1334307600,460,93,367,0,7,7,1,0,0,0,0,40,22,111,1,40,5,17,0,38,9,0
1334311200,1371,199,1172,0,7,7,0,0,0,0,0,41,56,116,2,814,6,18,0,39,9,0
1334314800,1061,104,957,0,7,7,0,0,0,0,0,40,35,115,1,610,6,17,0,39,9,0
1334318400,670,99,571,0,7,7,1,0,0,0,0,40,31,112,1,244,5,16,0,39,9,0
1334322000,1637,422,1215,0,7,7,0,0,0,0,0,41,61,116,1,838,9,17,0,38,9,0
1334325600,1216,95,1121,0,7,7,0,0,0,0,0,40,21,116,1,800,4,17,0,39,9,0
1334329200,1187,90,1097,0,7,7,1,0,0,0,0,40,38,114,1,653,6,59,0,39,9,0
1334332800,529,86,443,0,11,7,0,0,0,0,0,41,46,111,2,31,7,25,0,39,9,0
1334336400,665,85,580,0,14,17,0,0,0,0,0,40,63,111,1,38,8,18,0,39,9,0
1334340000,483,90,393,0,26,7,1,0,0,0,0,41,38,111,1,37,7,19,0,40,9,0
1334343600,628,93,535,0,7,17,0,110,0,0,0,40,64,111,1,36,5,19,0,39,9,0
1334347200,819,92,727,0,7,7,0,86,0,0,0,40,34,111,1,37,6,120,0,39,9,0
1334350800,3699,93,3606,0,7,157,2805,0,0,0,0,41,30,111,2,36,6,116,0,39,9,0
1334354400,939,290,649,0,27,8,42,0,0,0,0,40,55,111,1,37,8,81,0,39,9,0
1334358000,583,83,500,6,59,7,1,0,0,0,0,41,29,110,1,37,7,52,0,39,9,0
1334361600,1048,382,666,0,19,37,0,0,1,0,0,40,80,111,1,36,16,17,0,58,9,0
1334365200,1394,295,1099,0,32,336,1,0,7,0,0,40,56,111,1,36,4,18,0,313,9,0
1334368800,1663,388,1275,0,47,227,0,0,7,0,0,41,32,113,2,320,11,16,0,218,9,0
1334372400,1837,539,1298,49,47,7,1,0,7,0,0,40,70,113,1,379,8,18,0,42,9,0
1334376000,1003,380,623,7,71,7,0,0,14,0,0,40,45,112,1,37,19,17,0,39,9,0
1334379600,1466,386,1080,0,7,328,1,0,26,0,0,40,31,111,1,36,6,16,0,312,9,0
1334383200,1133,197,936,0,12,256,0,0,10,0,0,41,52,111,2,37,6,17,0,255,9,1
1334386800,565,182,383,0,7,7,1,0,2,0,0,40,34,111,1,38,6,16,0,43,8,0
1334390400,855,225,630,0,7,7,0,0,2,0,0,40,43,113,1,296,5,17,0,39,9,0
1334394000,939,104,835,0,7,7,1,0,1,0,0,41,21,114,1,499,6,16,0,39,9,0
1334397600,1244,100,1144,0,7,7,0,0,2,0,0,40,64,117,2,779,6,17,0,40,9,0
1334401200,1225,97,1128,0,7,7,1,0,2,0,0,41,31,116,1,781,6,17,0,39,9,0
1334404800,1024,96,928,0,7,7,0,0,2,0,0,40,31,115,1,599,6,16,0,39,8,0
1334408400,1010,95,915,0,7,7,1,0,1,0,0,40,64,116,1,537,5,17,0,39,9,0
1334412000,879,94,785,0,7,7,0,0,2,0,0,41,21,114,1,469,6,16,0,39,9,0
1334415600,1834,448,1386,0,7,7,1,0,0,0,0,40,48,114,1,677,11,17,0,39,9,0
1334419200,788,356,432,0,7,7,0,0,0,0,0,40,81,110,2,37,6,16,0,39,9,0
1334422800,1214,341,873,0,7,7,1,0,0,0,0,40,41,114,1,526,5,17,0,39,8,0
1334426400,805,451,354,0,7,7,0,0,0,0,0,40,31,109,1,37,8,17,0,39,9,0
1334430000,2067,1410,657,0,17,7,1,0,0,0,0,39,118,110,1,37,10,17,0,39,9,0
1334433600,2492,2112,380,0,27,7,0,0,0,0,0,39,25,110,1,37,5,17,0,38,9,0
1334437200,833,403,430,0,49,7,1,0,0,0,0,39,58,110,1,37,6,17,0,39,9,0
1334440800,478,94,384,0,14,7,0,0,0,0,0,40,41,110,2,38,6,17,0,39,8,0
1334444400,697,93,604,0,9,118,1,0,0,0,0,39,53,110,1,37,4,17,0,134,9,0
1334448000,1048,248,800,0,7,174,0,0,0,0,0,39,64,110,1,37,9,17,0,276,9,0
1334451600,478,114,364,0,7,7,1,0,0,0,0,39,21,110,1,37,5,17,0,45,9,0
1334455200,786,113,673,2,9,144,0,0,5,0,0,40,72,109,2,37,5,16,0,127,9,0
1334458800,1058,114,944,0,7,323,1,0,4,0,0,39,22,110,1,37,3,17,0,247,8,0
1334462400,1109,105,1004,0,38,249,0,0,0,0,0,39,45,109,1,37,15,16,0,215,9,0
1334466000,929,103,826,0,11,225,1,0,0,0,0,40,68,111,1,37,4,17,0,188,9,0
1334469600,1102,241,861,0,7,7,0,0,0,0,0,40,22,115,2,531,6,16,0,39,9,0
1334473200,480,108,372,0,7,7,1,0,0,0,0,42,42,112,1,33,5,17,0,39,9,0
1334476800,1254,320,934,0,7,7,0,0,0,0,0,41,48,116,1,584,8,17,0,39,8,0
1334480400,1045,100,945,0,7,7,1,0,0,0,0,41,39,115,1,592,6,16,0,38,9,0
1334484000,516,97,419,0,7,7,0,0,0,0,0,41,96,112,2,32,5,17,0,39,9,1
1334487600,1241,83,1158,0,7,7,1,0,0,0,0,41,142,116,1,701,6,16,0,39,9,0
1334491200,1028,85,943,0,7,7,0,0,0,0,0,40,43,116,1,603,6,17,0,39,9,0
1334494800,1069,96,973,0,7,7,1,0,0,0,0,41,22,114,1,639,5,16,0,39,8,0
1334498400,858,104,754,0,7,7,0,0,0,0,0,39,67,111,1,205,5,16,0,39,9,0
1334502000,1481,96,1385,0,7,7,1,0,0,0,0,40,82,114,1,609,13,17,0,38,9,0
1334505600,875,287,588,0,8,7,0,0,0,0,0,39,39,110,2,38,21,17,0,39,9,0
1334509200,1579,479,1100,0,7,7,1,74,0,0,0,39,26,113,1,495,9,16,0,170,9,0
1334512800,2335,212,2123,0,7,7,771,156,0,0,0,39,64,113,1,473,8,17,0,278,9,0
1334516400,2879,96,2783,0,7,7,2203,159,0,0,0,39,42,109,1,29,7,16,0,71,8,0
1334520000,3810,233,3577,0,11,7,2543,33,0,16,0,39,82,113,1,422,16,17,1,39,9,0
1334523600,1155,109,1046,1,30,7,97,0,0,407,0,40,35,110,2,38,10,18,0,39,9,0
1334527200,1066,106,960,1,7,7,0,0,0,594,0,40,29,112,1,37,6,16,0,38,9,0
1334530800,514,108,406,0,7,7,0,0,0,5,0,39,73,110,1,38,5,17,0,39,9,0
1334534400,473,112,361,0,8,7,1,0,0,0,0,39,26,111,1,36,5,16,0,39,8,0
1334538000,486,111,375,0,7,7,0,0,0,0,0,40,39,111,1,36,4,17,0,38,9,0
1334541600,777,112,665,11,20,8,0,0,0,120,0,39,47,111,2,37,10,18,0,39,9,0
1334545200,1764,112,1652,21,49,7,1,0,9,317,0,39,83,114,1,574,13,17,0,39,9,0
1334548800,835,101,734,1,49,150,0,0,2,0,0,40,27,112,1,34,13,17,0,130,9,0
1334552400,1148,121,1027,0,18,333,0,0,1,0,0,40,63,113,1,37,4,17,0,246,8,0
1334556000,1016,409,607,0,24,112,1,0,1,0,0,40,40,113,2,39,10,17,0,97,9,0
1334559600,965,136,829,0,19,7,0,0,0,0,0,41,25,117,1,492,5,17,0,39,9,0
1334563200,691,96,595,0,18,7,0,0,0,0,0,42,66,115,1,212,6,17,0,39,9,0
1334566800,790,100,690,0,18,7,1,0,0,0,0,41,31,116,1,335,6,17,0,38,9,0
1334570400,974,98,876,0,18,7,0,0,0,0,0,42,45,118,1,509,6,17,0,39,8,0
1334574000,962,84,878,0,19,7,1,0,0,0,0,42,54,117,2,508,6,17,0,39,9,0
1334577600,1029,84,945,0,18,7,0,0,0,0,0,40,21,118,1,596,5,17,0,38,9,0
1334581200,1499,437,1062,0,18,7,0,0,0,0,0,40,62,117,1,681,8,17,0,39,9,0
1334584800,1054,90,964,0,18,7,1,0,0,0,0,39,37,117,1,608,5,17,0,39,9,0
1334588400,843,85,758,0,19,7,0,0,0,0,0,39,33,114,1,28,5,17,0,39,8,1
1334592000,1402,84,1318,0,18,26,0,0,0,0,0,40,67,117,1,614,7,64,0,38,9,0
1334595600,1061,88,973,0,40,9,1,0,0,0,0,41,32,117,2,511,7,22,0,39,9,0
1334599200,596,92,504,0,26,8,0,0,0,0,0,39,85,114,1,37,6,18,0,39,9,0
1334602800,639,92,547,0,59,7,0,0,0,0,0,40,26,114,1,38,5,18,0,38,9,0
1334606400,1315,92,1223,0,55,7,1,0,0,0,0,39,53,116,1,512,5,17,0,39,8,0
1334610000,516,93,423,0,22,7,0,0,0,0,0,40,53,115,1,38,6,17,0,39,9,0
1334613600,665,290,375,0,9,7,1,0,0,0,0,40,22,113,2,39,9,17,0,38,9,0
1334617200,1043,82,961,0,15,258,0,0,0,0,0,40,75,113,1,37,4,18,0,191,9,0
1334620800,1151,383,768,0,7,116,0,0,0,0,0,39,53,113,1,38,15,19,0,113,9,0
1334624400,1369,315,1054,0,48,304,1,0,0,0,0,40,46,113,1,37,8,17,0,235,8,0
1334628000,1125,110,1015,13,14,186,0,0,0,0,0,40,69,112,1,36,13,101,0,46,9,0
1334631600,850,111,739,16,42,17,0,0,0,0,0,40,24,113,2,37,12,18,0,42,9,0
1334635200,1100,110,990,0,7,333,1,0,0,0,0,39,72,112,1,37,4,17,0,221,9,0
1334638800,1618,148,1470,0,7,334,0,0,0,0,0,41,22,116,1,521,4,17,0,239,9,0
1334642400,1335,224,1111,0,17,79,0,0,0,0,0,40,69,116,1,539,8,18,0,88,8,0
1334646000,944,175,769,0,10,7,1,0,0,0,0,40,43,115,2,414,5,17,0,39,9,0
1334649600,1105,137,968,0,7,8,0,0,0,0,0,40,23,116,1,650,6,18,0,38,9,0
1334653200,1215,88,1127,0,7,8,0,0,0,0,0,42,65,117,1,747,5,17,0,39,9,0
1334656800,878,96,782,0,7,8,1,0,0,0,0,41,23,115,1,462,6,18,0,39,9,0
1334660400,1101,96,1005,0,7,8,0,0,0,0,0,40,42,116,1,651,5,17,0,38,8,0
1334664000,1201,96,1105,0,7,7,1,0,0,0,0,41,46,117,2,755,6,17,0,39,9,0
1334667600,1624,375,1249,0,7,8,0,0,0,0,0,39,42,118,1,896,8,18,0,39,9,0
1334671200,1347,90,1257,0,7,8,0,0,0,0,0,42,23,117,1,683,6,134,0,39,9,0
1334674800,1475,87,1388,0,7,8,1,0,0,0,0,39,74,115,1,541,10,28,0,38,9,0
1334678400,1186,86,1100,0,7,7,0,0,29,0,0,40,66,116,1,583,7,21,0,39,8,0
1334682000,474,85,389,0,7,8,0,0,18,0,0,40,30,112,1,31,5,19,0,39,9,0
1334685600,542,94,448,0,7,8,1,0,6,0,0,40,73,113,2,39,6,19,0,38,9,0
1334689200,1220,94,1126,0,7,8,0,0,5,0,0,41,42,116,1,548,6,125,0,39,9,0
1334692800,914,94,820,0,26,8,1,0,5,0,0,42,68,113,1,38,7,135,0,39,9,1
1334696400,734,93,641,0,40,7,0,0,3,0,0,41,57,113,1,40,8,101,0,38,8,0
1334700000,1466,197,1269,0,18,9,0,0,2,0,0,42,46,116,1,552,8,184,0,39,9,0
1334703600,1090,516,574,0,28,8,1,0,1,0,0,42,49,114,2,41,11,117,0,39,9,0
1334707200,2017,361,1656,0,13,315,0,0,0,0,0,40,64,116,1,587,16,68,0,238,9,0
1334710800,1278,479,799,0,7,25,0,0,2,0,0,41,64,114,16,37,10,81,0,54,9,0
1334714400,1365,366,999,12,39,8,1,0,5,0,0,41,53,114,1,38,12,179,0,38,8,0
1334718000,1656,335,1321,15,43,8,0,0,2,0,0,40,45,117,1,595,21,89,0,39,9,0
1334721600,2030,450,1580,0,54,111,1,0,0,0,0,40,49,117,1,588,7,113,0,89,9,0
1334725200,2193,298,1895,0,44,377,0,0,0,0,0,40,44,117,1,507,6,53,0,259,9,0
1334728800,1595,144,1451,0,13,311,0,0,0,0,0,41,24,117,2,490,4,34,0,229,9,0
1334732400,1001,103,898,0,9,8,1,0,0,0,0,40,71,117,1,512,6,19,0,39,8,0
1334736000,1043,99,944,0,7,7,0,0,0,0,0,40,23,117,1,618,5,18,0,38,9,0
1334739600,958,99,859,0,7,7,0,0,0,0,0,42,39,118,1,504,5,18,0,39,9,0
1334743200,1159,103,1056,0,7,7,1,0,0,0,0,41,52,120,1,698,6,18,0,38,9,0
1334746800,1207,95,1112,0,7,7,0,0,0,0,0,41,25,119,1,769,5,18,0,38,9,0
1334750400,1288,94,1194,0,7,7,0,0,0,0,0,41,60,119,2,829,6,19,0,39,8,0
1334754000,1604,467,1137,0,7,7,1,0,0,0,0,39,38,119,1,778,9,18,0,38,9,0
1334757600,1207,93,1114,0,7,7,0,0,0,0,0,40,35,118,1,774,5,20,0,39,9,0
1334761200,1230,92,1138,0,7,7,0,0,0,0,0,40,53,119,1,766,5,19,0,38,9,0
1334764800,1310,92,1218,0,7,7,1,0,0,0,0,40,198,116,1,404,11,18,0,38,9,0
1334768400,780,91,689,0,15,7,0,0,0,0,0,40,65,116,1,282,10,28,0,39,9,0
1334772000,531,91,440,0,7,7,1,0,0,0,0,39,78,115,2,37,13,18,0,39,8,0
1334775600,1326,92,1234,0,7,41,0,0,0,0,0,41,32,118,1,559,6,141,0,38,9,0
1334779200,1089,91,998,0,19,381,0,0,0,0,0,40,69,115,1,38,10,31,0,39,9,0
1334782800,1595,91,1504,0,9,379,1,0,0,0,0,42,37,117,1,563,5,50,0,38,9,0
1334786400,2035,492,1543,0,23,350,0,0,0,0,0,40,30,118,1,598,9,76,0,39,9,0
1334790000,1704,457,1247,0,7,30,1,0,0,0,0,40,80,114,2,34,12,51,0,39,8,625
1334793600,3235,1745,1490,0,15,26,0,0,0,0,0,40,23,115,1,36,21,19,0,38,9,1029
1334797200,1328,439,889,0,7,27,1,0,0,0,0,41,80,114,1,36,6,88,0,39,9,11
1334800800,1286,114,1172,0,7,192,0,0,0,0,0,40,61,115,1,37,7,17,0,143,9,0
1334804400,1010,114,896,12,7,26,0,0,0,0,0,40,38,115,2,36,6,17,0,44,9,0
1334808000,1204,219,985,0,7,27,1,0,0,0,0,41,48,114,6,36,6,17,0,39,8,0
1334811600,2692,1305,1387,0,50,232,0,0,0,283,0,39,67,115,1,36,14,20,0,185,9,0
1334815200,2103,287,1816,1,39,333,0,0,0,598,0,41,70,116,1,131,14,17,0,266,9,0
1334818800,1170,97,1073,0,11,20,1,0,0,138,0,40,23,118,2,564,5,17,0,45,9,0
1334822400,1076,95,981,0,8,7,0,0,0,0,0,41,71,118,1,594,5,17,0,39,9,0
1334826000,1111,94,1017,0,7,7,1,0,0,0,0,40,22,119,1,692,6,17,0,38,8,0
1334829600,1226,93,1133,0,7,7,0,0,0,0,0,41,54,119,1,760,5,17,0,39,9,0
1334833200,1111,93,1018,0,7,7,0,0,0,0,0,41,43,119,1,661,5,17,0,38,9,0
1334836800,1184,92,1092,0,7,7,1,0,0,0,0,40,22,119,1,762,6,17,0,39,9,0
1334840400,1485,368,1117,0,7,7,0,0,0,0,0,41,72,118,2,729,8,17,0,38,9,0
1334844000,1149,88,1061,0,7,7,0,0,0,0,0,40,23,118,1,737,5,17,0,38,8,0
1334847600,1324,87,1237,0,14,7,1,0,0,0,0,41,29,118,1,643,6,128,0,38,9,0
1334851200,721,87,634,1,44,7,0,0,0,0,0,40,67,115,1,38,10,29,0,39,9,0
1334854800,1794,91,1703,1,16,7,0,0,0,480,0,40,40,118,1,624,7,16,0,38,9,0
1334858400,627,92,535,0,8,7,1,0,0,54,0,41,80,115,2,33,6,17,0,38,9,0
1334862000,527,171,356,0,8,7,0,0,0,0,0,40,24,115,1,38,6,16,0,39,9,0
1334865600,1309,107,1202,0,8,214,1,0,0,0,0,41,48,118,1,498,6,17,0,172,8,0
1334869200,779,104,675,0,8,192,0,0,0,0,0,40,47,115,1,38,4,16,0,147,9,0
1334872800,1169,342,827,0,8,7,0,0,0,0,0,40,23,118,1,491,9,17,0,39,9,0
1334876400,908,100,808,0,8,224,1,0,0,0,0,40,66,114,2,36,5,17,0,169,9,0
1334880000,1536,323,1213,0,8,163,0,0,0,0,0,40,29,118,1,550,12,17,0,149,8,0
1334883600,1368,386,982,0,8,7,0,0,0,0,0,40,23,118,1,598,6,16,0,39,9,0
1334887200,1717,1008,709,5,37,7,1,0,0,0,0,40,74,115,1,29,13,17,0,39,9,0
1334890800,1631,450,1181,12,51,7,0,0,9,0,0,40,24,118,1,515,6,18,0,39,9,0
1334894400,1187,363,824,0,23,108,0,0,21,0,0,41,23,116,2,145,11,18,0,104,9,0
1334898000,1911,235,1676,0,39,330,1,0,6,0,0,40,77,119,1,572,11,18,0,253,8,0
1334901600,1210,105,1105,0,23,111,0,0,0,0,0,40,23,118,1,561,5,17,0,105,9,0
1334905200,980,102,878,0,18,7,1,0,0,0,0,41,46,119,1,505,5,17,0,39,9,0
1334908800,649,101,548,0,18,8,0,0,0,0,0,40,45,117,2,198,6,17,0,39,9,0
1334912400,1120,98,1022,0,19,7,0,0,0,0,0,41,45,120,1,646,5,18,0,39,9,0
1334916000,1095,97,998,0,18,7,1,0,0,0,0,40,26,120,1,658,5,17,0,38,9,0
1334919600,1220,103,1117,0,18,7,0,0,0,0,0,41,57,120,1,732,6,17,0,39,8,0
1334923200,1014,96,918,0,18,7,0,0,0,0,0,40,34,118,1,573,5,17,0,39,9,0
1334926800,1036,404,632,0,18,7,1,0,0,0,0,41,40,116,1,265,10,17,0,38,9,0
1334930400,1148,93,1055,0,19,7,0,0,0,0,0,40,53,118,2,689,5,18,0,39,9,0
1334934000,1098,94,1004,0,26,7,0,0,0,0,0,40,23,118,1,622,7,17,0,39,9,0
1334937600,790,92,698,0,8,7,1,0,0,0,0,40,71,115,1,37,7,26,0,39,8,0
1334941200,502,88,414,0,18,7,0,0,0,0,0,41,43,115,1,37,7,17,0,38,9,0
1334944800,483,87,396,0,16,7,1,0,0,0,0,40,57,115,1,37,7,15,0,39,9,0
1334948400,468,86,382,0,13,7,0,0,0,0,0,40,26,115,2,36,6,16,0,39,9,0
1334952000,522,85,437,0,59,7,0,0,0,0,0,40,52,115,1,37,6,16,0,38,9,0
1334955600,668,90,578,0,48,43,1,0,0,0,0,41,57,116,1,37,6,56,0,56,8,0
1334959200,966,148,818,0,19,231,0,0,0,0,0,40,23,115,1,37,7,75,0,153,9,0
1334962800,725,91,634,0,18,120,0,0,0,0,0,41,46,116,2,37,7,56,0,39,9,0
1334966400,915,92,823,0,35,7,1,0,0,0,0,40,83,115,1,37,5,19,0,39,9,0
1334970000,815,307,508,0,8,7,0,0,0,0,0,40,84,115,1,37,8,18,0,39,9,0
1334973600,1299,704,595,6,45,7,1,0,6,0,0,40,65,115,1,37,13,23,0,38,8,0
1334977200,1236,489,747,64,10,7,0,0,4,0,0,41,50,114,1,36,12,31,0,39,9,0
1334980800,1164,380,784,6,73,9,0,0,1,0,0,40,76,115,2,37,22,27,0,39,9,0
1334984400,1565,351,1214,0,60,337,1,0,0,0,0,40,25,116,1,37,6,21,0,264,9,0
1334988000,1007,268,739,0,18,156,0,0,0,0,0,41,70,115,1,37,6,21,0,145,9,0
1334991600,485,93,392,0,8,7,0,0,0,0,0,40,47,116,1,37,5,26,0,39,8,0
1334995200,475,93,382,0,8,7,1,0,0,0,0,41,23,116,2,39,5,26,0,39,9,0
1334998800,1268,91,1177,0,8,7,0,0,0,0,0,40,60,120,1,791,5,21,0,38,9,0
1335002400,982,90,892,0,8,7,0,0,0,0,0,41,48,119,1,527,5,26,0,39,9,0
1335006000,871,90,781,0,9,7,1,0,0,0,0,40,29,118,1,439,6,16,0,39,9,0
1335009600,1505,91,1414,0,8,7,0,0,0,0,0,40,29,122,1,1060,5,17,0,38,8,0
1335013200,1394,93,1301,0,8,7,1,0,0,0,0,41,61,120,2,929,5,16,0,39,9,0
1335016800,1427,92,1335,0,8,7,0,0,0,0,0,40,42,120,1,839,5,17,0,39,9,0
1335020400,847,340,507,0,46,7,0,0,0,0,0,40,52,114,1,58,9,19,0,39,9,0
1335024000,1362,399,963,0,8,7,7,0,0,0,0,40,36,117,1,606,10,17,0,38,9,0
1335027600,767,171,596,0,54,7,8,0,0,0,0,41,202,115,1,37,6,18,0,39,8,0
1335031200,894,449,445,0,53,8,9,0,0,0,0,40,45,114,1,38,7,18,0,39,9,0
1335034800,1093,606,487,0,53,7,8,0,0,0,0,40,36,115,2,37,15,17,0,38,9,0
1335038400,838,407,431,0,24,7,8,0,0,0,0,41,70,116,1,38,6,18,0,39,9,0
1335042000,758,163,595,0,19,12,3,67,0,0,0,40,23,115,1,38,7,17,0,178,9,0
1335045600,799,98,701,0,29,7,0,116,0,0,0,40,60,115,1,37,9,19,0,187,8,0
1335049200,2672,96,2576,0,28,7,1990,0,0,0,0,41,45,115,1,38,15,77,0,41,9,0
1335052800,683,95,588,0,29,7,1,0,0,0,0,40,80,115,2,37,10,62,0,38,9,0
1335056400,937,239,698,0,29,7,0,0,0,0,0,40,49,115,1,37,9,19,0,39,9,0
1335060000,1379,111,1268,20,60,7,1,0,0,0,0,41,62,120,1,550,16,18,0,39,9,0
1335063600,756,115,641,8,64,41,0,0,0,0,0,40,53,116,1,38,15,19,0,57,8,0
1335067200,1317,115,1202,0,57,335,1,0,0,0,0,40,20,116,1,37,4,26,0,252,9,0
1335070800,1211,113,1098,0,24,336,0,0,0,0,0,40,63,117,2,38,5,17,0,260,9,0
1335074400,961,113,848,0,14,236,1,0,0,0,0,41,41,117,1,38,6,17,0,181,9,0
1335078000,467,112,355,0,8,7,0,0,0,0,0,40,20,117,1,38,5,19,0,39,9,0
1335081600,597,183,414,0,8,8,1,0,0,0,0,41,62,117,2,38,7,22,0,38,8,0
1335085200,1029,135,894,0,8,7,0,0,0,0,0,40,40,120,1,546,6,17,0,39,9,0
1335088800,452,86,366,0,8,7,1,0,0,0,0,40,21,118,1,35,5,21,0,39,9,0
1335092400,1123,84,1039,0,8,7,0,0,0,0,0,41,54,121,1,666,5,17,0,39,9,0
1335096000,447,86,361,0,8,7,1,0,0,0,0,40,38,118,1,27,5,17,0,38,9,0
1335099600,1131,93,1038,0,8,7,0,0,0,0,0,40,31,121,2,688,5,17,0,39,8,0
1335103200,465,97,368,0,8,7,1,0,0,0,0,41,36,118,1,36,5,18,0,39,9,0
1335106800,1309,94,1215,0,8,7,0,0,0,0,0,40,47,120,1,588,6,58,0,38,9,0
1335110400,737,334,403,0,8,7,1,0,0,0,0,40,42,118,1,36,11,17,0,39,9,0
1335114000,516,105,411,0,8,7,0,0,0,0,0,41,62,118,1,36,6,17,0,39,9,0
1335117600,709,92,617,0,8,7,1,122,2,0,0,40,23,118,2,37,6,17,0,38,9,0
1335121200,1376,291,1085,0,8,7,564,108,7,0,0,40,44,119,1,36,13,18,0,39,8,0
1335124800,3262,866,2396,0,55,7,1652,141,7,0,0,40,56,118,1,36,11,25,0,191,9,0
1335128400,3475,416,3059,0,48,7,2503,72,7,0,0,40,70,119,1,36,9,19,0,43,9,0
1335132000,890,415,475,0,58,7,48,0,8,0,0,41,28,118,1,36,7,17,0,39,9,0
1335135600,2311,1871,440,0,18,7,0,0,35,0,0,39,54,118,2,36,5,19,0,38,9,0
1335139200,1225,812,413,0,8,7,0,0,17,0,0,40,62,118,1,36,7,18,0,39,8,0
1335142800,1513,1143,370,0,7,7,0,0,3,0,0,40,24,118,1,36,9,22,0,39,9,0
1335146400,860,365,495,0,8,7,0,0,2,0,0,39,48,118,1,37,12,18,0,38,9,0
1335150000,1270,334,936,19,41,7,0,0,0,0,0,39,62,118,1,36,12,17,0,39,9,0
1335153600,733,212,521,7,57,7,0,0,0,0,0,40,43,118,1,37,9,17,0,39,9,0
1335157200,1112,93,1019,0,26,302,0,0,0,0,0,40,49,119,2,38,11,19,0,215,8,0
1335160800,827,92,735,0,15,180,0,0,0,0,0,41,36,120,1,39,5,22,0,146,9,0
1335164400,471,91,380,0,7,8,0,0,0,0,0,41,40,119,1,41,5,17,0,38,9,0
1335168000,474,90,384,0,8,7,0,0,0,0,0,41,40,120,1,39,5,17,0,38,9,0
1335171600,481,89,392,0,8,8,0,0,0,0,0,41,52,119,2,40,5,16,0,38,9,0
1335175200,474,89,385,0,8,7,0,0,0,0,0,41,38,120,1,40,5,18,0,38,8,0
1335178800,468,90,378,0,8,8,0,0,0,0,0,41,41,119,1,39,5,16,0,38,9,0
1335182400,481,91,390,0,8,7,0,0,0,0,0,40,47,120,1,38,5,17,0,38,9,0
1335186000,740,378,362,0,8,8,0,0,0,0,0,41,25,119,2,39,8,16,0,38,9,0
1335189600,493,91,402,0,8,7,0,0,0,0,0,39,56,119,1,37,6,17,0,38,9,0
1335193200,448,91,357,0,8,8,0,0,0,0,0,39,24,119,1,36,4,18,0,37,8,0
1335196800,860,91,769,0,11,8,0,80,0,0,0,40,59,119,1,38,10,17,0,38,9,0
1335200400,659,91,568,0,8,7,0,110,0,63,0,40,40,119,2,37,10,17,1,38,9,0
1335204000,3110,90,3020,1,8,8,2057,0,0,452,0,39,47,119,1,36,11,16,0,38,9,0
1335207600,2073,90,1983,1,54,8,1003,0,0,471,0,40,40,119,1,38,6,18,0,38,9,0
1335211200,858,90,768,0,58,7,0,0,0,313,0,40,58,119,1,37,6,17,0,37,9,0
1335214800,813,90,723,0,47,8,1,0,0,1,0,41,28,120,1,38,7,165,0,38,9,0
1335218400,1019,277,742,0,12,8,0,0,0,0,0,41,49,119,2,38,7,178,0,38,11,0
1335222000,844,97,747,0,34,149,1,0,0,0,0,41,46,119,1,38,6,77,0,103,10,0
1335225600,1574,466,1108,0,35,19,0,0,0,0,0,39,55,101,1,37,12,22,0,43,38,579
1335229200,2118,452,1666,0,8,8,1,0,0,0,0,40,96,98,1,37,9,22,0,38,50,1046
1335232800,1224,490,734,9,58,8,1,0,4,0,0,39,26,99,1,38,12,25,0,38,49,0
1335236400,1347,395,952,21,33,8,0,0,29,0,0,40,65,100,2,38,18,23,0,38,49,0
1335240000,1048,306,742,6,28,8,1,0,13,0,0,40,46,100,1,38,19,22,0,38,50,0
1335243600,1369,105,1264,0,60,313,0,0,3,0,0,41,49,100,1,38,5,22,0,243,51,0
1335247200,1129,96,1033,0,13,335,1,0,2,0,0,41,31,99,1,38,4,22,0,236,50,0
